Man. SOC,Man. V (V),Int. V (V)
0.0112853457982645,2.00544710637878,2.266504166307685
0.0245616335831442,2.12514788524105,2.5791521625371727
0.0378379213680239,2.2285258306221,2.627090174606159
0.0511142091529036,2.33462424825003,2.6676712264182965
0.0643904969377833,2.42439983239673,2.702588783976799
0.077666784722663,2.50601399980282,2.7374915372146793
0.0909430725075427,2.58296450049999,2.768250749422851
0.104219360292422,2.65495985531894,2.7928558840582416
0.117495648077302,2.7236517795524,2.8136116854001543
0.130771935862182,2.78350216898354,2.8244028838810533
0.144048223647062,2.8315638453449,2.8342898857281127
0.157324511431941,2.87418457721253,2.8413724922646626
0.170600799216821,2.90683024417497,2.848833936290461
0.183877087001701,2.93675543889053,2.85345392798553
0.19715337478658,2.95942604094778,2.859955447890423
0.21042966257146,2.97846934667587,2.86757452715787
0.22370595035634,2.99479218015709,2.8715486359560782
0.236982238141219,3.00839454139144,2.8768421505082906
0.250258525926099,3.0210900785435,2.8818416954143347
0.263534813710979,3.03106514344868,2.8893124504605856
0.276811101495859,3.04104020835387,2.8921740842865407
0.290087389280738,3.05010844917677,2.900072021237075
0.303363677065618,3.05554939367051,2.90377065819302
0.316639964850498,3.06099033816425,2.9082490743351195
0.329916252635377,3.07187222715173,2.9113886431161506
0.343192540420257,3.07187222715173,2.9145851854729083
0.356468828205137,3.07912681981005,2.9195141081611364
0.369745115990016,3.08275411613921,2.9239645926564926
0.383021403774896,3.08275411613921,2.927378753958341
0.396297691559776,3.09000870879753,2.930559773834838
0.409573979344656,3.09363600512669,2.932137698639086
0.422850267129535,3.09363600512669,2.932098084625956
0.436126554914415,3.10089059778501,2.9320584706128354
0.449402842699295,3.10451789411417,2.932018856599705
0.462679130484174,3.10451789411417,2.9319792425865834
0.475955418269054,3.10633154227875,2.9319396285734545
0.489231706053934,3.11539978310165,2.9319000145603256
0.502507993838813,3.11539978310165,2.9325921431703876
0.515784281623693,3.11539978310165,2.9365782583045696
0.529060569408573,3.11539978310165,2.9365932592807433
0.542336857193453,3.12084072759539,2.936323270258564
0.555613144978332,3.12628167208913,2.9364835821190693
0.568889432763212,3.12628167208913,2.9365149469336824
0.582165720548092,3.12628167208913,2.9365207227234373
0.595442008332971,3.12990896841829,2.9380532577247944
0.608718296117851,3.13716356107661,2.938013643711665
0.621994583902731,3.13716356107661,2.9382076818321563
0.63527087168761,3.13716356107661,2.9433991803294024
0.64854715947249,3.13716356107661,2.949696579477647
0.66182344725737,3.13716356107661,2.9568843168299566
0.67509973504225,3.14532497781721,2.962148607332325
0.688376022827129,3.14804545006408,2.968681422478737
0.701652310612009,3.14804545006408,2.9735495573835227
0.714928598396889,3.14804545006408,2.9781388249524907
0.728204886181768,3.14804545006408,2.9790491848320486
0.741481173966648,3.14804545006408,2.9824250567265054
0.754757461751528,3.15167274639324,2.9846814222855738
0.768033749536407,3.15892733905156,2.9874456794266124
0.781310037321287,3.15892733905156,2.987642364879326
0.794586325106167,3.15892733905156,2.9911037483238787
0.807862612891047,3.15892733905156,2.9924157533051554
0.821138900675926,3.15892733905156,2.9923761392920247
0.834415188460806,3.15892733905156,2.9923365252789047
0.847691476245686,3.16799557987446,2.9922969112657753
0.860967764030565,3.16799557987446,2.9922572972526638
0.874244051815445,3.16980922803904,2.9922176832395335
0.887520339600325,3.16980922803904,2.9921780692264086
0.900796627385204,3.16980922803904,2.9921515192166392
0.914072915170084,3.16980922803904,2.99846036393289
0.927349202954964,3.16980922803904,3.0221278102476306
0.940625490739844,3.17162287620362,3.0561615821074657
0.952795421209317,3.18069111702652,3.0966140255165353
0.963858994363383,3.18069111702652,3.1393879168469105
0.97160349557123,3.18069111702652,3.1709727444838314
0.980296303049425,3.18069111702652,3.211636139228412
0.985986140671516,3.18069111702652,3.2399209386307217
0.99004278416134,3.191573006014,3.259441905980997
0.992993070335758,3.191573006014,3.2734606641558175
0.995943356510176,3.191573006014,3.2865713387799316
0.998819885530233,3.19882759867232,3.2973812887954224
1.0,3.24054150645766,3.30138155282691
